(R, 1)[0] => [[1, 0], [0, 0]]
(R, 8)[0] => [[288, 191], [287, 191]]
(R, 8)[0] => [[289, 191], [288, 191]]
(R, 8)[0] => [[290, 191], [289, 191]]
(R, 8)[0] => [[291, 191], [290, 191]]
(R, 8)[0] => [[292, 191], [291, 191]]
(R, 8)[0] => [[293, 191], [292, 191]]
(D, 13)[0] => [[293, 190], [292, 191]]
(D, 13)[0] => [[293, 189], [293, 190]]
(D, 13)[0] => [[293, 188], [293, 189]]
(D, 13)[0] => [[293, 187], [293, 188]]
(D, 13)[0] => [[293, 186], [293, 187]]
(D, 13)[0] => [[293, 185], [293, 186]]
(D, 13)[0] => [[293, 184], [293, 185]]
(D, 13)[0] => [[293, 183], [293, 184]]
(D, 13)[0] => [[293, 182], [293, 183]]
(D, 13)[0] => [[293, 181], [293, 182]]
(D, 13)[0] => [[293, 180], [293, 181]]
(D, 13)[0] => [[293, 179], [293, 180]]
(D, 13)[0] => [[293, 178], [293, 179]]
(U, 1)[0] => [[293, 179], [293, 179]]
(L, 13)[0] => [[292, 179], [293, 179]]
(L, 13)[0] => [[291, 179], [292, 179]]
(L, 13)[0] => [[290, 179], [291, 179]]
(L, 13)[0] => [[289, 179], [290, 179]]
(L, 13)[0] => [[288, 179], [289, 179]]
(L, 13)[0] => [[287, 179], [288, 179]]
(L, 13)[0] => [[286, 179], [287, 179]]
(L, 13)[0] => [[285, 179], [286, 179]]
(L, 13)[0] => [[284, 179], [285, 179]]
(L, 13)[0] => [[283, 179], [284, 179]]
(L, 13)[0] => [[282, 179], [283, 179]]
(L, 13)[0] => [[281, 179], [282, 179]]
(L, 13)[0] => [[280, 179], [281, 179]]
(R, 17)[0] => [[281, 179], [281, 179]]
(R, 17)[0] => [[282, 179], [281, 179]]
(R, 17)[0] => [[283, 179], [282, 179]]
(R, 17)[0] => [[284, 179], [283, 179]]
(R, 17)[0] => [[285, 179], [284, 179]]
(R, 17)[0] => [[286, 179], [285, 179]]
(R, 17)[0] => [[287, 179], [286, 179]]
(R, 17)[0] => [[288, 179], [287, 179]]
(R, 17)[0] => [[289, 179], [288, 179]]
(R, 17)[0] => [[290, 179], [289, 179]]
(R, 17)[0] => [[291, 179], [290, 179]]
(R, 17)[0] => [[292, 179], [291, 179]]
(R, 17)[0] => [[293, 179], [292, 179]]
(R, 17)[0] => [[294, 179], [293, 179]]
(R, 17)[0] => [[295, 179], [294, 179]]
(R, 17)[0] => [[296, 179], [295, 179]]
(R, 17)[0] => [[297, 179], [296, 179]]
(U, 17)[0] => [[297, 180], [296, 179]]
(U, 17)[0] => [[297, 181], [297, 180]]
(U, 17)[0] => [[297, 182], [297, 181]]
(U, 17)[0] => [[297, 183], [297, 182]]
(U, 17)[0] => [[297, 184], [297, 183]]
(U, 17)[0] => [[297, 185], [297, 184]]
(U, 17)[0] => [[297, 186], [297, 185]]
(U, 17)[0] => [[297, 187], [297, 186]]
(U, 17)[0] => [[297, 188], [297, 187]]
(U, 17)[0] => [[297, 189], [297, 188]]
(U, 17)[0] => [[297, 190], [297, 189]]
(U, 17)[0] => [[297, 191], [297, 190]]
(U, 17)[0] => [[297, 192], [297, 191]]
(U, 17)[0] => [[297, 193], [297, 192]]
(U, 17)[0] => [[297, 194], [297, 193]]
(U, 17)[0] => [[297, 195], [297, 194]]
(U, 17)[0] => [[297, 196], [297, 195]]
(L, 13)[0] => [[296, 196], [297, 195]]
(L, 13)[0] => [[295, 196], [296, 196]]
(L, 13)[0] => [[294, 196], [295, 196]]
(L, 13)[0] => [[293, 196], [294, 196]]
(L, 13)[0] => [[292, 196], [293, 196]]
(L, 13)[0] => [[291, 196], [292, 196]]
(L, 13)[0] => [[290, 196], [291, 196]]
(L, 13)[0] => [[289, 196], [290, 196]]
(L, 13)[0] => [[288, 196], [289, 196]]
(L, 13)[0] => [[287, 196], [288, 196]]
(L, 13)[0] => [[286, 196], [287, 196]]
(L, 13)[0] => [[285, 196], [286, 196]]
(L, 13)[0] => [[284, 196], [285, 196]]
(R, 5)[0] => [[285, 196], [285, 196]]
(R, 5)[0] => [[286, 196], [285, 196]]
(R, 5)[0] => [[287, 196], [286, 196]]
(R, 5)[0] => [[288, 196], [287, 196]]
(R, 5)[0] => [[289, 196], [288, 196]]
(D, 15)[0] => [[289, 195], [288, 196]]
(D, 15)[0] => [[289, 194], [289, 195]]
(D, 15)[0] => [[289, 193], [289, 194]]
(D, 15)[0] => [[289, 192], [289, 193]]
(D, 15)[0] => [[289, 191], [289, 192]]
(D, 15)[0] => [[289, 190], [289, 191]]
(D, 15)[0] => [[289, 189], [289, 190]]
(D, 15)[0] => [[289, 188], [289, 189]]
(D, 15)[0] => [[289, 187], [289, 188]]
(D, 15)[0] => [[289, 186], [289, 187]]
(D, 15)[0] => [[289, 185], [289, 186]]
(D, 15)[0] => [[289, 184], [289, 185]]
(D, 15)[0] => [[289, 183], [289, 184]]
(D, 15)[0] => [[289, 182], [289, 183]]
(D, 15)[0] => [[289, 181], [289, 182]]
(R, 11)[0] => [[290, 181], [289, 182]]
(R, 11)[0] => [[291, 181], [290, 181]]
(R, 11)[0] => [[292, 181], [291, 181]]
(R, 11)[0] => [[293, 181], [292, 181]]
(R, 11)[0] => [[294, 181], [293, 181]]
(R, 11)[0] => [[295, 181], [294, 181]]
(R, 11)[0] => [[296, 181], [295, 181]]
(R, 11)[0] => [[297, 181], [296, 181]]
(R, 11)[0] => [[298, 181], [297, 181]]
(R, 11)[0] => [[299, 181], [298, 181]]
(R, 11)[0] => [[300, 181], [299, 181]]
(D, 9)[0] => [[300, 180], [299, 181]]
(D, 9)[0] => [[300, 179], [300, 180]]
(D, 9)[0] => [[300, 178], [300, 179]]
(D, 9)[0] => [[300, 177], [300, 178]]
(D, 9)[0] => [[300, 176], [300, 177]]
(D, 9)[0] => [[300, 175], [300, 176]]
(D, 9)[0] => [[300, 174], [300, 175]]
(D, 9)[0] => [[300, 173], [300, 174]]
(D, 9)[0] => [[300, 172], [300, 173]]
(L, 15)[0] => [[299, 172], [300, 173]]
(L, 15)[0] => [[298, 172], [299, 172]]
(L, 15)[0] => [[297, 172], [298, 172]]
(L, 15)[0] => [[296, 172], [297, 172]]
(L, 15)[0] => [[295, 172], [296, 172]]
(L, 15)[0] => [[294, 172], [295, 172]]
(L, 15)[0] => [[293, 172], [294, 172]]
(L, 15)[0] => [[292, 172], [293, 172]]
(L, 15)[0] => [[291, 172], [292, 172]]
(L, 15)[0] => [[290, 172], [291, 172]]
(L, 15)[0] => [[289, 172], [290, 172]]
(L, 15)[0] => [[288, 172], [289, 172]]
(L, 15)[0] => [[287, 172], [288, 172]]
(L, 15)[0] => [[286, 172], [287, 172]]
(L, 15)[0] => [[285, 172], [286, 172]]
(U, 9)[0] => [[285, 173], [286, 172]]
(U, 9)[0] => [[285, 174], [285, 173]]
(U, 9)[0] => [[285, 175], [285, 174]]
(U, 9)[0] => [[285, 176], [285, 175]]
(U, 9)[0] => [[285, 177], [285, 176]]
(U, 9)[0] => [[285, 178], [285, 177]]
(U, 9)[0] => [[285, 179], [285, 178]]
(U, 9)[0] => [[285, 180], [285, 179]]
(U, 9)[0] => [[285, 181], [285, 180]]
(L, 9)[0] => [[284, 181], [285, 180]]
(L, 9)[0] => [[283, 181], [284, 181]]
(L, 9)[0] => [[282, 181], [283, 181]]
(L, 9)[0] => [[281, 181], [282, 181]]
(L, 9)[0] => [[280, 181], [281, 181]]
(L, 9)[0] => [[279, 181], [280, 181]]
(L, 9)[0] => [[278, 181], [279, 181]]
(L, 9)[0] => [[277, 181], [278, 181]]
(L, 9)[0] => [[276, 181], [277, 181]]
(R, 5)[0] => [[277, 181], [277, 181]]
(R, 5)[0] => [[278, 181], [277, 181]]
(R, 5)[0] => [[279, 181], [278, 181]]
(R, 5)[0] => [[280, 181], [279, 181]]
(R, 5)[0] => [[281, 181], [280, 181]]
(L, 12)[0] => [[280, 181], [280, 181]]
(L, 12)[0] => [[279, 181], [280, 181]]
(L, 12)[0] => [[278, 181], [279, 181]]
(L, 12)[0] => [[277, 181], [278, 181]]
(L, 12)[0] => [[276, 181], [277, 181]]
(L, 12)[0] => [[275, 181], [276, 181]]
(L, 12)[0] => [[274, 181], [275, 181]]
(L, 12)[0] => [[273, 181], [274, 181]]
(L, 12)[0] => [[272, 181], [273, 181]]
(L, 12)[0] => [[271, 181], [272, 181]]
(L, 12)[0] => [[270, 181], [271, 181]]
(L, 12)[0] => [[269, 181], [270, 181]]
(R, 16)[0] => [[270, 181], [270, 181]]
(R, 16)[0] => [[271, 181], [270, 181]]
(R, 16)[0] => [[272, 181], [271, 181]]
(R, 16)[0] => [[273, 181], [272, 181]]
(R, 16)[0] => [[274, 181], [273, 181]]
(R, 16)[0] => [[275, 181], [274, 181]]
(R, 16)[0] => [[276, 181], [275, 181]]
(R, 16)[0] => [[277, 181], [276, 181]]
(R, 16)[0] => [[278, 181], [277, 181]]
(R, 16)[0] => [[279, 181], [278, 181]]
(R, 16)[0] => [[280, 181], [279, 181]]
(R, 16)[0] => [[281, 181], [280, 181]]
(R, 16)[0] => [[282, 181], [281, 181]]
(R, 16)[0] => [[283, 181], [282, 181]]
(R, 16)[0] => [[284, 181], [283, 181]]
(R, 16)[0] => [[285, 181], [284, 181]]
(D, 4)[0] => [[285, 180], [284, 181]]
(D, 4)[0] => [[285, 179], [285, 180]]
(D, 4)[0] => [[285, 178], [285, 179]]
(D, 4)[0] => [[285, 177], [285, 178]]
(L, 4)[0] => [[284, 177], [285, 178]]
(L, 4)[0] => [[283, 177], [284, 177]]
(L, 4)[0] => [[282, 177], [283, 177]]
(L, 4)[0] => [[281, 177], [282, 177]]
(D, 1)[0] => [[281, 176], [282, 177]]
(R, 12)[0] => [[282, 176], [282, 177]]
(R, 12)[0] => [[283, 176], [282, 177]]
(R, 12)[0] => [[284, 176], [283, 176]]
(R, 12)[0] => [[285, 176], [284, 176]]
(R, 12)[0] => [[286, 176], [285, 176]]
(R, 12)[0] => [[287, 176], [286, 176]]
(R, 12)[0] => [[288, 176], [287, 176]]
(R, 12)[0] => [[289, 176], [288, 176]]
(R, 12)[0] => [[290, 176], [289, 176]]
(R, 12)[0] => [[291, 176], [290, 176]]
(R, 12)[0] => [[292, 176], [291, 176]]
(R, 12)[0] => [[293, 176], [292, 176]]
(D, 15)[0] => [[293, 175], [292, 176]]
(D, 15)[0] => [[293, 174], [293, 175]]
(D, 15)[0] => [[293, 173], [293, 174]]
(D, 15)[0] => [[293, 172], [293, 173]]
(D, 15)[0] => [[293, 171], [293, 172]]
(D, 15)[0] => [[293, 170], [293, 171]]
(D, 15)[0] => [[293, 169], [293, 170]]
(D, 15)[0] => [[293, 168], [293, 169]]
(D, 15)[0] => [[293, 167], [293, 168]]
(D, 15)[0] => [[293, 166], [293, 167]]
(D, 15)[0] => [[293, 165], [293, 166]]
(D, 15)[0] => [[293, 164], [293, 165]]
(D, 15)[0] => [[293, 163], [293, 164]]
(D, 15)[0] => [[293, 162], [293, 163]]
(D, 15)[0] => [[293, 161], [293, 162]]
(R, 7)[0] => [[294, 161], [293, 162]]
(R, 7)[0] => [[295, 161], [294, 161]]
(R, 7)[0] => [[296, 161], [295, 161]]
(R, 7)[0] => [[297, 161], [296, 161]]
(R, 7)[0] => [[298, 161], [297, 161]]
(R, 7)[0] => [[299, 161], [298, 161]]
(R, 7)[0] => [[300, 161], [299, 161]]
(U, 8)[0] => [[300, 162], [299, 161]]
(U, 8)[0] => [[300, 163], [300, 162]]
(U, 8)[0] => [[300, 164], [300, 163]]
(U, 8)[0] => [[300, 165], [300, 164]]
(U, 8)[0] => [[300, 166], [300, 165]]
(U, 8)[0] => [[300, 167], [300, 166]]
(U, 8)[0] => [[300, 168], [300, 167]]
(U, 8)[0] => [[300, 169], [300, 168]]
(L, 18)[0] => [[299, 169], [300, 168]]
(L, 18)[0] => [[298, 169], [299, 169]]
(L, 18)[0] => [[297, 169], [298, 169]]
(L, 18)[0] => [[296, 169], [297, 169]]
(L, 18)[0] => [[295, 169], [296, 169]]
(L, 18)[0] => [[294, 169], [295, 169]]
(L, 18)[0] => [[293, 169], [294, 169]]
(L, 18)[0] => [[292, 169], [293, 169]]
(L, 18)[0] => [[291, 169], [292, 169]]
(L, 18)[0] => [[290, 169], [291, 169]]
(L, 18)[0] => [[289, 169], [290, 169]]
(L, 18)[0] => [[288, 169], [289, 169]]
(L, 18)[0] => [[287, 169], [288, 169]]
(L, 18)[0] => [[286, 169], [287, 169]]
(L, 18)[0] => [[285, 169], [286, 169]]
(L, 18)[0] => [[284, 169], [285, 169]]
(L, 18)[0] => [[283, 169], [284, 169]]
(L, 18)[0] => [[282, 169], [283, 169]]
(R, 16)[0] => [[283, 169], [283, 169]]
(R, 16)[0] => [[284, 169], [283, 169]]
(R, 16)[0] => [[285, 169], [284, 169]]
(R, 16)[0] => [[286, 169], [285, 169]]
(R, 16)[0] => [[287, 169], [286, 169]]
(R, 16)[0] => [[288, 169], [287, 169]]
(R, 16)[0] => [[289, 169], [288, 169]]
(R, 16)[0] => [[290, 169], [289, 169]]
(R, 16)[0] => [[291, 169], [290, 169]]
(R, 16)[0] => [[292, 169], [291, 169]]
(R, 16)[0] => [[293, 169], [292, 169]]
(R, 16)[0] => [[294, 169], [293, 169]]
(R, 16)[0] => [[295, 169], [294, 169]]
(R, 16)[0] => [[296, 169], [295, 169]]
(R, 16)[0] => [[297, 169], [296, 169]]
(R, 16)[0] => [[298, 169], [297, 169]]
(D, 7)[0] => [[298, 168], [297, 169]]
(D, 7)[0] => [[298, 167], [298, 168]]
(D, 7)[0] => [[298, 166], [298, 167]]
(D, 7)[0] => [[298, 165], [298, 166]]
(D, 7)[0] => [[298, 164], [298, 165]]
(D, 7)[0] => [[298, 163], [298, 164]]
(D, 7)[0] => [[298, 162], [298, 163]]
(U, 13)[0] => [[298, 163], [298, 163]]
(U, 13)[0] => [[298, 164], [298, 163]]
(U, 13)[0] => [[298, 165], [298, 164]]
(U, 13)[0] => [[298, 166], [298, 165]]
(U, 13)[0] => [[298, 167], [298, 166]]
(U, 13)[0] => [[298, 168], [298, 167]]
(U, 13)[0] => [[298, 169], [298, 168]]
(U, 13)[0] => [[298, 170], [298, 169]]
(U, 13)[0] => [[298, 171], [298, 170]]
(U, 13)[0] => [[298, 172], [298, 171]]
(U, 13)[0] => [[298, 173], [298, 172]]
(U, 13)[0] => [[298, 174], [298, 173]]
(U, 13)[0] => [[298, 175], [298, 174]]
(L, 11)[0] => [[297, 175], [298, 174]]
(L, 11)[0] => [[296, 175], [297, 175]]
(L, 11)[0] => [[295, 175], [296, 175]]
(L, 11)[0] => [[294, 175], [295, 175]]
(L, 11)[0] => [[293, 175], [294, 175]]
(L, 11)[0] => [[292, 175], [293, 175]]
(L, 11)[0] => [[291, 175], [292, 175]]
(L, 11)[0] => [[290, 175], [291, 175]]
(L, 11)[0] => [[289, 175], [290, 175]]
(L, 11)[0] => [[288, 175], [289, 175]]
(L, 11)[0] => [[287, 175], [288, 175]]
(U, 17)[0] => [[287, 176], [288, 175]]
(U, 17)[0] => [[287, 177], [287, 176]]
(U, 17)[0] => [[287, 178], [287, 177]]
(U, 17)[0] => [[287, 179], [287, 178]]
(U, 17)[0] => [[287, 180], [287, 179]]
(U, 17)[0] => [[287, 181], [287, 180]]
(U, 17)[0] => [[287, 182], [287, 181]]
(U, 17)[0] => [[287, 183], [287, 182]]
(U, 17)[0] => [[287, 184], [287, 183]]
(U, 17)[0] => [[287, 185], [287, 184]]
(U, 17)[0] => [[287, 186], [287, 185]]
(U, 17)[0] => [[287, 187], [287, 186]]
(U, 17)[0] => [[287, 188], [287, 187]]
(U, 17)[0] => [[287, 189], [287, 188]]
(U, 17)[0] => [[287, 190], [287, 189]]
(U, 17)[0] => [[287, 191], [287, 190]]
(U, 17)[0] => [[287, 192], [287, 191]]
(R, 14)[0] => [[288, 192], [287, 191]]
(R, 14)[0] => [[289, 192], [288, 192]]
(R, 14)[0] => [[290, 192], [289, 192]]
(R, 14)[0] => [[291, 192], [290, 192]]
(R, 14)[0] => [[292, 192], [291, 192]]
(R, 14)[0] => [[293, 192], [292, 192]]
(R, 14)[0] => [[294, 192], [293, 192]]
(R, 14)[0] => [[295, 192], [294, 192]]
(R, 14)[0] => [[296, 192], [295, 192]]
(R, 14)[0] => [[297, 192], [296, 192]]
(R, 14)[0] => [[298, 192], [297, 192]]
(R, 14)[0] => [[299, 192], [298, 192]]
(R, 14)[0] => [[300, 192], [299, 192]]
(R, 14)[0] => [[301, 192], [300, 192]]
(L, 13)[0] => [[300, 192], [300, 192]]
(L, 13)[0] => [[299, 192], [300, 192]]
(L, 13)[0] => [[298, 192], [299, 192]]
(L, 13)[0] => [[297, 192], [298, 192]]
(L, 13)[0] => [[296, 192], [297, 192]]
(L, 13)[0] => [[295, 192], [296, 192]]
(L, 13)[0] => [[294, 192], [295, 192]]
(L, 13)[0] => [[293, 192], [294, 192]]
(L, 13)[0] => [[292, 192], [293, 192]]
(L, 13)[0] => [[291, 192], [292, 192]]
(L, 13)[0] => [[290, 192], [291, 192]]
(L, 13)[0] => [[289, 192], [290, 192]]
(L, 13)[0] => [[288, 192], [289, 192]]
(D, 7)[0] => [[288, 191], [289, 192]]
(D, 7)[0] => [[288, 190], [288, 191]]
(D, 7)[0] => [[288, 189], [288, 190]]
(D, 7)[0] => [[288, 188], [288, 189]]
(D, 7)[0] => [[288, 187], [288, 188]]
(D, 7)[0] => [[288, 186], [288, 187]]
(D, 7)[0] => [[288, 185], [288, 186]]
(R, 7)[0] => [[289, 185], [288, 186]]
(R, 7)[0] => [[290, 185], [289, 185]]
(R, 7)[0] => [[291, 185], [290, 185]]
(R, 7)[0] => [[292, 185], [291, 185]]
(R, 7)[0] => [[293, 185], [292, 185]]
(R, 7)[0] => [[294, 185], [293, 185]]
(R, 7)[0] => [[295, 185], [294, 185]]
(L, 17)[0] => [[294, 185], [294, 185]]
(L, 17)[0] => [[293, 185], [294, 185]]
(L, 17)[0] => [[292, 185], [293, 185]]
(L, 17)[0] => [[291, 185], [292, 185]]
(L, 17)[0] => [[290, 185], [291, 185]]
(L, 17)[0] => [[289, 185], [290, 185]]
(L, 17)[0] => [[288, 185], [289, 185]]
(L, 17)[0] => [[287, 185], [288, 185]]
(L, 17)[0] => [[286, 185], [287, 185]]
(L, 17)[0] => [[285, 185], [286, 185]]
(L, 17)[0] => [[284, 185], [285, 185]]
(L, 17)[0] => [[283, 185], [284, 185]]
(L, 17)[0] => [[282, 185], [283, 185]]
(L, 17)[0] => [[281, 185], [282, 185]]
(L, 17)[0] => [[280, 185], [281, 185]]
(L, 17)[0] => [[279, 185], [280, 185]]
(L, 17)[0] => [[278, 185], [279, 185]]
(U, 3)[0] => [[278, 186], [279, 185]]
(U, 3)[0] => [[278, 187], [278, 186]]
(U, 3)[0] => [[278, 188], [278, 187]]
(L, 12)[0] => [[277, 188], [278, 187]]
(L, 12)[0] => [[276, 188], [277, 188]]
(L, 12)[0] => [[275, 188], [276, 188]]
(L, 12)[0] => [[274, 188], [275, 188]]
(L, 12)[0] => [[273, 188], [274, 188]]
(L, 12)[0] => [[272, 188], [273, 188]]
(L, 12)[0] => [[271, 188], [272, 188]]
(L, 12)[0] => [[270, 188], [271, 188]]
(L, 12)[0] => [[269, 188], [270, 188]]
(L, 12)[0] => [[268, 188], [269, 188]]
(L, 12)[0] => [[267, 188], [268, 188]]
(L, 12)[0] => [[266, 188], [267, 188]]
(R, 15)[0] => [[267, 188], [267, 188]]
(R, 15)[0] => [[268, 188], [267, 188]]
(R, 15)[0] => [[269, 188], [268, 188]]
(R, 15)[0] => [[270, 188], [269, 188]]
(R, 15)[0] => [[271, 188], [270, 188]]
(R, 15)[0] => [[272, 188], [271, 188]]
(R, 15)[0] => [[273, 188], [272, 188]]
(R, 15)[0] => [[274, 188], [273, 188]]
(R, 15)[0] => [[275, 188], [274, 188]]
(R, 15)[0] => [[276, 188], [275, 188]]
(R, 15)[0] => [[277, 188], [276, 188]]
(R, 15)[0] => [[278, 188], [277, 188]]
(R, 15)[0] => [[279, 188], [278, 188]]
(R, 15)[0] => [[280, 188], [279, 188]]
(R, 15)[0] => [[281, 188], [280, 188]]
(L, 17)[0] => [[280, 188], [280, 188]]
(L, 17)[0] => [[279, 188], [280, 188]]
(L, 17)[0] => [[278, 188], [279, 188]]
(L, 17)[0] => [[277, 188], [278, 188]]
(L, 17)[0] => [[276, 188], [277, 188]]
(L, 17)[0] => [[275, 188], [276, 188]]
(L, 17)[0] => [[274, 188], [275, 188]]
(L, 17)[0] => [[273, 188], [274, 188]]
(L, 17)[0] => [[272, 188], [273, 188]]
(L, 17)[0] => [[271, 188], [272, 188]]
(L, 17)[0] => [[270, 188], [271, 188]]
(L, 17)[0] => [[269, 188], [270, 188]]
(L, 17)[0] => [[268, 188], [269, 188]]
(L, 17)[0] => [[267, 188], [268, 188]]
(L, 17)[0] => [[266, 188], [267, 188]]
(L, 17)[0] => [[265, 188], [266, 188]]
(L, 17)[0] => [[264, 188], [265, 188]]
(D, 11)[0] => [[264, 187], [265, 188]]
(D, 11)[0] => [[264, 186], [264, 187]]
(D, 11)[0] => [[264, 185], [264, 186]]
(D, 11)[0] => [[264, 184], [264, 185]]
(D, 11)[0] => [[264, 183], [264, 184]]
(D, 11)[0] => [[264, 182], [264, 183]]
(D, 11)[0] => [[264, 181], [264, 182]]
(D, 11)[0] => [[264, 180], [264, 181]]
(D, 11)[0] => [[264, 179], [264, 180]]
(D, 11)[0] => [[264, 178], [264, 179]]
(D, 11)[0] => [[264, 177], [264, 178]]
(U, 2)[0] => [[264, 178], [264, 178]]
(U, 2)[0] => [[264, 179], [264, 178]]
(D, 1)[0] => [[264, 178], [264, 178]]
(R, 13)[0] => [[265, 178], [264, 178]]
(R, 13)[0] => [[266, 178], [265, 178]]
(R, 13)[0] => [[267, 178], [266, 178]]
(R, 13)[0] => [[268, 178], [267, 178]]
(R, 13)[0] => [[269, 178], [268, 178]]
(R, 13)[0] => [[270, 178], [269, 178]]
(R, 13)[0] => [[271, 178], [270, 178]]
(R, 13)[0] => [[272, 178], [271, 178]]
(R, 13)[0] => [[273, 178], [272, 178]]
(R, 13)[0] => [[274, 178], [273, 178]]
(R, 13)[0] => [[275, 178], [274, 178]]
(R, 13)[0] => [[276, 178], [275, 178]]
(R, 13)[0] => [[277, 178], [276, 178]]
(U, 14)[0] => [[277, 179], [276, 178]]
(U, 14)[0] => [[277, 180], [277, 179]]
(U, 14)[0] => [[277, 181], [277, 180]]
(U, 14)[0] => [[277, 182], [277, 181]]
(U, 14)[0] => [[277, 183], [277, 182]]
(U, 14)[0] => [[277, 184], [277, 183]]
(U, 14)[0] => [[277, 185], [277, 184]]
(U, 14)[0] => [[277, 186], [277, 185]]
(U, 14)[0] => [[277, 187], [277, 186]]
(U, 14)[0] => [[277, 188], [277, 187]]
(U, 14)[0] => [[277, 189], [277, 188]]
(U, 14)[0] => [[277, 190], [277, 189]]
(U, 14)[0] => [[277, 191], [277, 190]]
(U, 14)[0] => [[277, 192], [277, 191]]
(R, 12)[0] => [[278, 192], [277, 191]]
(R, 12)[0] => [[279, 192], [278, 192]]
(R, 12)[0] => [[280, 192], [279, 192]]
(R, 12)[0] => [[281, 192], [280, 192]]
(R, 12)[0] => [[282, 192], [281, 192]]
(R, 12)[0] => [[283, 192], [282, 192]]
(R, 12)[0] => [[284, 192], [283, 192]]
(R, 12)[0] => [[285, 192], [284, 192]]
(R, 12)[0] => [[286, 192], [285, 192]]
(R, 12)[0] => [[287, 192], [286, 192]]
(R, 12)[0] => [[288, 192], [287, 192]]
(R, 12)[0] => [[289, 192], [288, 192]]
(L, 18)[0] => [[288, 192], [288, 192]]
(L, 18)[0] => [[287, 192], [288, 192]]
(L, 18)[0] => [[286, 192], [287, 192]]
(L, 18)[0] => [[285, 192], [286, 192]]
(L, 18)[0] => [[284, 192], [285, 192]]
(L, 18)[0] => [[283, 192], [284, 192]]
(L, 18)[0] => [[282, 192], [283, 192]]
(L, 18)[0] => [[281, 192], [282, 192]]
(L, 18)[0] => [[280, 192], [281, 192]]
(L, 18)[0] => [[279, 192], [280, 192]]
(L, 18)[0] => [[278, 192], [279, 192]]
(L, 18)[0] => [[277, 192], [278, 192]]
(L, 18)[0] => [[276, 192], [277, 192]]
(L, 18)[0] => [[275, 192], [276, 192]]
(L, 18)[0] => [[274, 192], [275, 192]]
(L, 18)[0] => [[273, 192], [274, 192]]
(L, 18)[0] => [[272, 192], [273, 192]]
(L, 18)[0] => [[271, 192], [272, 192]]
(D, 2)[0] => [[271, 191], [272, 192]]
(D, 2)[0] => [[271, 190], [271, 191]]
(R, 1)[0] => [[272, 190], [271, 191]]
(L, 15)[0] => [[271, 190], [271, 191]]
(L, 15)[0] => [[270, 190], [271, 191]]
(L, 15)[0] => [[269, 190], [270, 190]]
(L, 15)[0] => [[268, 190], [269, 190]]
(L, 15)[0] => [[267, 190], [268, 190]]
(L, 15)[0] => [[266, 190], [267, 190]]
(L, 15)[0] => [[265, 190], [266, 190]]
(L, 15)[0] => [[264, 190], [265, 190]]
(L, 15)[0] => [[263, 190], [264, 190]]
(L, 15)[0] => [[262, 190], [263, 190]]
(L, 15)[0] => [[261, 190], [262, 190]]
(L, 15)[0] => [[260, 190], [261, 190]]
(L, 15)[0] => [[259, 190], [260, 190]]
(L, 15)[0] => [[258, 190], [259, 190]]
(L, 15)[0] => [[257, 190], [258, 190]]
(D, 16)[0] => [[257, 189], [258, 190]]
(D, 16)[0] => [[257, 188], [257, 189]]
(D, 16)[0] => [[257, 187], [257, 188]]
(D, 16)[0] => [[257, 186], [257, 187]]
(D, 16)[0] => [[257, 185], [257, 186]]
(D, 16)[0] => [[257, 184], [257, 185]]
(D, 16)[0] => [[257, 183], [257, 184]]
(D, 16)[0] => [[257, 182], [257, 183]]
(D, 16)[0] => [[257, 181], [257, 182]]
(D, 16)[0] => [[257, 180], [257, 181]]
(D, 16)[0] => [[257, 179], [257, 180]]
(D, 16)[0] => [[257, 178], [257, 179]]
(D, 16)[0] => [[257, 177], [257, 178]]
(D, 16)[0] => [[257, 176], [257, 177]]
(D, 16)[0] => [[257, 175], [257, 176]]
(D, 16)[0] => [[257, 174], [257, 175]]
(R, 5)[0] => [[258, 174], [257, 175]]
(R, 5)[0] => [[259, 174], [258, 174]]
(R, 5)[0] => [[260, 174], [259, 174]]
(R, 5)[0] => [[261, 174], [260, 174]]
(R, 5)[0] => [[262, 174], [261, 174]]
(L, 11)[0] => [[261, 174], [261, 174]]
(L, 11)[0] => [[260, 174], [261, 174]]
(L, 11)[0] => [[259, 174], [260, 174]]
(L, 11)[0] => [[258, 174], [259, 174]]
(L, 11)[0] => [[257, 174], [258, 174]]
(L, 11)[0] => [[256, 174], [257, 174]]
(L, 11)[0] => [[255, 174], [256, 174]]
(L, 11)[0] => [[254, 174], [255, 174]]
(L, 11)[0] => [[253, 174], [254, 174]]
(L, 11)[0] => [[252, 174], [253, 174]]
(L, 11)[0] => [[251, 174], [252, 174]]
(D, 7)[0] => [[251, 173], [252, 174]]
(D, 7)[0] => [[251, 172], [251, 173]]
(D, 7)[0] => [[251, 171], [251, 172]]
(D, 7)[0] => [[251, 170], [251, 171]]
(D, 7)[0] => [[251, 169], [251, 170]]
(D, 7)[0] => [[251, 168], [251, 169]]
(D, 7)[0] => [[251, 167], [251, 168]]
(U, 19)[0] => [[251, 168], [251, 168]]
(U, 19)[0] => [[251, 169], [251, 168]]
(U, 19)[0] => [[251, 170], [251, 169]]
(U, 19)[0] => [[251, 171], [251, 170]]
(U, 19)[0] => [[251, 172], [251, 171]]
(U, 19)[0] => [[251, 173], [251, 172]]
(U, 19)[0] => [[251, 174], [251, 173]]
